ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-01-11,71.21873057568767,63.65093831281792,81.12371391414379,71.21873057568767,71.21873057568767,1.3159055518748601,1.3159055518748601,1.3159055518748601,0.42893213260907515,0.42893213260907515,0.42893213260907515,0.8869734192657851,0.8869734192657851,0.8869734192657851,0.0,0.0,0.0,72.53463612756254
2021-01-12,71.21965585225644,70.98302979931115,89.4114656264748,71.21965585225644,71.21965585225644,8.721957326071113,8.721957326071113,8.721957326071113,7.773461523607896,7.773461523607896,7.773461523607896,0.9484958024632161,0.9484958024632161,0.9484958024632161,0.0,0.0,0.0,79.94161317832754
2021-01-13,71.22058112882522,74.14204376684827,91.49698866196455,71.22058112882522,71.22058112882522,11.597404747648053,11.597404747648053,11.597404747648053,10.570103058142893,10.570103058142893,10.570103058142893,1.027301689505161,1.027301689505161,1.027301689505161,0.0,0.0,0.0,82.81798587647327
2021-01-14,71.22150640539398,67.82181976537868,86.2869096750904,71.22150640539398,71.22150640539398,6.021206164704129,6.021206164704129,6.021206164704129,4.89669960241862,4.89669960241862,4.89669960241862,1.124506562285509,1.124506562285509,1.124506562285509,0.0,0.0,0.0,77.2427125700981
2021-01-15,71.22243168196275,58.95504011626351,77.50483545478272,71.22243168196275,71.22243168196275,-3.0228876390332595,-3.0228876390332595,-3.0228876390332595,-4.2636162631544305,-4.2636162631544305,-4.2636162631544305,1.240728624121171,1.240728624121171,1.240728624121171,0.0,0.0,0.0,68.19954404292949
2021-01-16,71.22335695853151,52.781736697992315,71.3159356501793,71.22335695853151,71.22335695853151,-9.156056503673545,-9.156056503673545,-9.156056503673545,-10.532135729622315,-10.532135729622315,-10.532135729622315,1.3760792259487697,1.3760792259487697,1.3760792259487697,0.0,0.0,0.0,62.067300454857964
2021-01-17,71.22428223510028,54.489615153533876,72.45377765043588,71.22428223510028,71.22428223510028,-7.343277615438173,-7.343277615438173,-7.343277615438173,-8.87344432402639,-8.87344432402639,-8.87344432402639,1.5301667085882187,1.5301667085882187,1.5301667085882187,0.0,0.0,0.0,63.8810046196621
2021-01-18,71.22520751166905,63.7282574510778,82.54875671771956,71.22520751166905,71.22520751166905,2.13104552482871,2.13104552482871,2.13104552482871,0.4289321326155774,0.4289321326155774,0.4289321326155774,1.702113392213133,1.702113392213133,1.702113392213133,0.0,0.0,0.0,73.35625303649776
2021-01-19,71.22613278823782,71.8660579191241,90.40261772601141,71.22613278823782,71.22613278823782,9.66404661440666,9.66404661440666,9.66404661440666,7.773461523612187,7.773461523612187,7.773461523612187,1.890585090794473,1.890585090794473,1.890585090794473,0.0,0.0,0.0,80.89017940264448
2021-01-20,71.22705806480657,74.7417479033842,92.99482073773167,71.22705806480657,71.22705806480657,12.663935254436167,12.663935254436167,12.663935254436167,10.570103058141292,10.570103058141292,10.570103058141292,2.0938321962948754,2.0938321962948754,2.0938321962948754,0.0,0.0,0.0,83.89099331924274
2021-01-21,71.22798334137535,68.98515993956802,88.4420521283031,71.22798334137535,71.22798334137535,7.206440676194686,7.206440676194686,7.206440676194686,4.896699602410671,4.896699602410671,4.896699602410671,2.309741073784017,2.309741073784017,2.309741073784017,0.0,0.0,0.0,78.43442401757004
2021-01-22,71.22890861794411,60.390572601605676,79.08095340256361,71.22890861794411,71.22890861794411,-1.7277220204792787,-1.7277220204792787,-1.7277220204792787,-4.2636162631245,-4.2636162631245,-4.2636162631245,2.5358942426452216,2.5358942426452216,2.5358942426452216,0.0,0.0,0.0,69.50118659746484
2021-01-23,71.22983389451288,54.90489149253264,73.16876541450569,71.22983389451288,71.22983389451288,-7.7624981319010775,-7.7624981319010775,-7.7624981319010775,-10.532135729626166,-10.532135729626166,-10.532135729626166,2.7696375977250884,2.7696375977250884,2.7696375977250884,0.0,0.0,0.0,63.4673357626118
2021-01-24,71.23075917108164,56.05610890085055,74.42016848091166,71.23075917108164,71.23075917108164,-5.865291570710603,-5.865291570710603,-5.865291570710603,-8.873444324020301,-8.873444324020301,-8.873444324020301,3.0081527533096986,3.0081527533096986,3.0081527533096986,0.0,0.0,0.0,65.36546760037103
2021-01-25,71.23168444765041,65.67980770212667,83.96299902741714,71.23168444765041,71.23168444765041,3.677464609278262,3.677464609278262,3.677464609278262,0.42893213262351376,0.42893213262351376,0.42893213262351376,3.248532476654748,3.248532476654748,3.248532476654748,0.0,0.0,0.0,74.90914905692867
2021-01-26,71.23260972421919,73.40461367671868,90.58499599403721,71.23260972421919,71.23260972421919,11.261318642631538,11.261318642631538,11.261318642631538,7.773461523616476,7.773461523616476,7.773461523616476,3.4878571190150636,3.4878571190150636,3.4878571190150636,0.0,0.0,0.0,82.49392836685072
2021-01-27,71.23353500078795,76.3435582114358,95.17105874119108,71.23353500078795,71.23353500078795,14.29337301012569,14.29337301012569,14.29337301012569,10.57010305814643,10.57010305814643,10.57010305814643,3.72326995197926,3.72326995197926,3.72326995197926,0.0,0.0,0.0,85.52690801091364
2021-01-28,71.23446027735672,70.51220811660525,89.06781244332385,71.23446027735672,71.23446027735672,8.848748977144623,8.848748977144623,8.848748977144623,4.8966996024052,4.8966996024052,4.8966996024052,3.952049374739424,3.952049374739424,3.952049374739424,0.0,0.0,0.0,80.08320925450134
2021-01-29,71.23538555392548,62.281926379167366,80.72829659435547,71.23538555392548,71.23538555392548,-0.09194019151326989,-0.09194019151326989,-0.09194019151326989,-4.263616263129119,-4.263616263129119,-4.263616263129119,4.171676071615849,4.171676071615849,4.171676071615849,0.0,0.0,0.0,71.14344536241221
2021-01-30,71.23631083049425,55.83000342021167,74.79052820194558,71.23631083049425,71.23631083049425,-6.1522423646580355,-6.1522423646580355,-6.1522423646580355,-10.532135729627452,-10.532135729627452,-10.532135729627452,4.3798933649694165,4.3798933649694165,4.3798933649694165,0.0,0.0,0.0,65.08406846583621
2021-01-31,71.23723610706303,57.596141603355676,75.77900880531446,71.23723610706303,71.23723610706303,-4.298685102636219,-4.298685102636219,-4.298685102636219,-8.873444324016031,-8.873444324016031,-8.873444324016031,4.5747592213798125,4.5747592213798125,4.5747592213798125,0.0,0.0,0.0,66.93855100442681
2021-02-01,71.23816138363179,67.36751901868774,86.52901173992575,71.23816138363179,71.23816138363179,5.183620754879829,5.183620754879829,5.183620754879829,0.42893213263001606,0.42893213263001606,0.42893213263001606,4.754688622249813,4.754688622249813,4.754688622249813,0.0,0.0,0.0,76.42178213851162
2021-02-02,71.23908666020054,74.89473670248786,92.9936148460181,71.23908666020054,71.23908666020054,12.691946819829711,12.691946819829711,12.691946819829711,7.7734615235978,7.7734615235978,7.7734615235978,4.918485296231911,4.918485296231911,4.918485296231911,0.0,0.0,0.0,83.93103348003025
2021-02-03,71.24001193676932,77.94701972222707,95.90251524465701,71.24001193676932,71.24001193676932,15.635465179890128,15.635465179890128,15.635465179890128,10.570103058144824,10.570103058144824,10.570103058144824,5.065362121745306,5.065362121745306,5.065362121745306,0.0,0.0,0.0,86.87547711665945
2021-02-04,71.24093721333809,72.10997959663972,90.44283762778785,71.24093721333809,71.24093721333809,10.091649436665298,10.091649436665298,10.091649436665298,4.89669960239725,4.89669960239725,4.89669960239725,5.194949834268047,5.194949834268047,5.194949834268047,0.0,0.0,0.0,81.33258665000338
2021-02-05,71.24186248990685,62.963891957165494,82.15450457392537,71.24186248990685,71.24186248990685,1.0436777426025938,1.0436777426025938,1.0436777426025938,-4.263616263139339,-4.263616263139339,-4.263616263139339,5.307294005741932,5.307294005741932,5.307294005741932,0.0,0.0,0.0,72.28554023250945
2021-02-06,71.24278776647562,57.203211116345734,75.67463387478136,71.24278776647562,71.24278776647562,-5.129295136769663,-5.129295136769663,-5.129295136769663,-10.532135729613309,-10.532135729613309,-10.532135729613309,5.402840592843647,5.402840592843647,5.402840592843647,0.0,0.0,0.0,66.11349262970595
2021-02-07,71.24371304304438,58.78705269609368,76.9206903419921,71.24371304304438,71.24371304304438,-3.3910336562796846,-3.3910336562796846,-3.3910336562796846,-8.87344432403756,-8.87344432403756,-8.87344432403756,5.4824106677578754,5.4824106677578754,5.4824106677578754,0.0,0.0,0.0,67.85267938676469
2021-02-08,71.24463831961316,68.28384218495705,86.80210331973684,71.24463831961316,71.24463831961316,5.976097373271634,5.976097373271634,5.976097373271634,0.4289321326372346,0.4289321326372346,0.4289321326372346,5.5471652406344,5.5471652406344,5.5471652406344,0.0,0.0,0.0,77.22073569288479
2021-02-09,71.24556359618192,76.04202647951294,93.4641717515414,71.24556359618192,71.24556359618192,13.372022872576748,13.372022872576748,13.372022872576748,7.773461523601562,7.773461523601562,7.773461523601562,5.598561348975186,5.598561348975186,5.598561348975186,0.0,0.0,0.0,84.61758646875867
2021-02-10,71.24648887275069,78.0988408158776,96.73823242716404,71.24648887275069,71.24648887275069,16.208403876669465,16.208403876669465,16.208403876669465,10.57010305814489,10.57010305814489,10.57010305814489,5.6383008185245735,5.6383008185245735,5.6383008185245735,0.0,0.0,0.0,87.45489274942015
2021-02-11,71.24741414931945,72.43273605794087,91.81644733729844,71.24741414931945,71.24741414931945,10.564972889160746,10.564972889160746,10.564972889160746,4.89669960239178,4.89669960239178,4.89669960239178,5.668273286768964,5.668273286768964,5.668273286768964,0.0,0.0,0.0,81.8123870384802
2021-02-12,71.24833942588822,63.5276634772487,81.59231779112994,71.24833942588822,71.24833942588822,1.426878955898032,1.426878955898032,1.426878955898032,-4.263616263143958,-4.263616263143958,-4.263616263143958,5.69049521904199,5.69049521904199,5.69049521904199,0.0,0.0,0.0,72.67521838178625
2021-02-13,71.249264702457,57.7927497012948,75.67904265821745,71.249264702457,71.249264702457,-4.825088994571287,-4.825088994571287,-4.825088994571287,-10.532135729617158,-10.532135729617158,-10.532135729617158,5.707046735045872,5.707046735045872,5.707046735045872,0.0,0.0,0.0,66.42417570788571
2021-02-14,71.25018997902576,58.85526345088956,76.67395525246974,71.25018997902576,71.25018997902576,-3.1534362255889987,-3.1534362255889987,-3.1534362255889987,-8.873444324033292,-8.873444324033292,-8.873444324033292,5.720008098444292,5.720008098444292,5.720008098444292,0.0,0.0,0.0,68.09675375343676
2021-02-15,71.25111525559453,67.78220663279576,85.72321676713835,71.25111525559453,71.25111525559453,6.160329836300776,6.160329836300776,6.160329836300776,0.42893213264373686,0.42893213264373686,0.42893213264373686,5.731397703657039,5.731397703657039,5.731397703657039,0.0,0.0,0.0,77.4114450918953
2021-02-16,71.25204053216329,75.6902573235605,93.83985450265897,71.25204053216329,71.25204053216329,13.516574846838322,13.516574846838322,13.516574846838322,7.77346152360638,7.77346152360638,7.77346152360638,5.743113323231943,5.743113323231943,5.743113323231943,0.0,0.0,0.0,84.76861537900162
2021-02-17,71.25296580873206,77.93809159169875,96.01527283558758,71.25296580873206,71.25296580873206,16.32698131694486,16.32698131694486,16.32698131694486,10.570103058141616,10.570103058141616,10.570103058141616,5.756878258803242,5.756878258803242,5.756878258803242,0.0,0.0,0.0,87.57994712567691
2021-02-18,71.25389108530082,72.57779046555113,91.08680075251978,71.25389108530082,71.25389108530082,10.670893475154891,10.670893475154891,10.670893475154891,4.896699602419544,4.896699602419544,4.896699602419544,5.7741938727353475,5.7741938727353475,5.7741938727353475,0.0,0.0,0.0,81.92478456045572
2021-02-19,71.2548163618696,63.56283021761435,81.85256209341165,71.2548163618696,71.2548163618696,1.5326835081807195,1.5326835081807195,1.5326835081807195,-4.263616263151376,-4.263616263151376,-4.263616263151376,5.796299771332095,5.796299771332095,5.796299771332095,0.0,0.0,0.0,72.78749987005033
2021-02-20,71.25574163843835,56.41414734898392,76.01879213475182,71.25574163843835,71.25574163843835,-4.707993059215631,-4.707993059215631,-4.707993059215631,-10.532135729621013,-10.532135729621013,-10.532135729621013,5.824142670405381,5.824142670405381,5.824142670405381,0.0,0.0,0.0,66.54774857922273
2021-02-21,71.25666691500713,59.08672954375949,76.99301379558104,71.25666691500713,71.25666691500713,-3.015089616699133,-3.015089616699133,-3.015089616699133,-8.873444324027199,-8.873444324027199,-8.873444324027199,5.858354707328066,5.858354707328066,5.858354707328066,0.0,0.0,0.0,68.241577298308
2021-02-22,71.2575921915759,68.1518981633084,85.98053702216637,71.2575921915759,71.2575921915759,6.328173811098296,6.328173811098296,6.328173811098296,0.428932132650956,0.428932132650956,0.428932132650956,5.89924167844734,5.89924167844734,5.89924167844734,0.0,0.0,0.0,77.58576600267419
2021-02-23,71.25851746814466,75.79545120018072,94.58018746670206,71.25851746814466,71.25851746814466,13.720242908924808,13.720242908924808,13.720242908924808,7.773461523587176,7.773461523587176,7.773461523587176,5.9467813853376335,5.9467813853376335,5.9467813853376335,0.0,0.0,0.0,84.97876037706946
2021-02-24,71.25944274471343,78.46947868799454,97.18252527828659,71.25944274471343,71.25944274471343,16.570735034645335,16.570735034645335,16.570735034645335,10.57010305814168,10.57010305814168,10.57010305814168,6.000631976503654,6.000631976503654,6.000631976503654,0.0,0.0,0.0,87.83017777935876
2021-02-25,71.26036802128219,73.19261381075003,91.28857172833506,71.26036802128219,71.26036802128219,10.956849483788886,10.956849483788886,10.956849483788886,4.896699602414075,4.896699602414075,4.896699602414075,6.0601498813748105,6.0601498813748105,6.0601498813748105,0.0,0.0,0.0,82.21721750507108
2021-02-26,71.26129329785097,63.96544501055406,82.82975212043189,71.26129329785097,71.26129329785097,1.8608003959383175,1.8608003959383175,1.8608003959383175,-4.2636162631559955,-4.2636162631559955,-4.2636162631559955,6.1244166590943125,6.1244166590943125,6.1244166590943125,0.0,0.0,0.0,73.12209369378928
2021-02-27,71.26221857441973,56.93113016347263,76.01825785483265,71.26221857441973,71.26221857441973,-4.33986189617494,-4.33986189617494,-4.33986189617494,-10.532135729622297,-10.532135729622297,-10.532135729622297,6.192273833447358,6.192273833447358,6.192273833447358,0.0,0.0,0.0,66.9223566782448
2021-02-28,71.2631438509885,59.780594918235145,77.01207686773492,71.2631438509885,71.2631438509885,-2.611079759711118,-2.611079759711118,-2.611079759711118,-8.87344432402475,-8.87344432402475,-8.87344432402475,6.262364564313632,6.262364564313632,6.262364564313632,0.0,0.0,0.0,68.65206409127738
2021-03-01,71.26406913150801,70.42078534510472,87.3743276589514,71.26406913150801,71.26406913150801,6.762112953965968,6.762112953965968,6.762112953965968,0.42893213261931523,0.42893213261931523,0.42893213261931523,6.3331808213466525,6.3331808213466525,6.3331808213466525,0.0,0.0,0.0,78.02618208547398
2021-03-02,71.26499441202752,76.07985500257564,94.0610216664235,71.26499441202752,71.26499441202752,14.176576105688813,14.176576105688813,14.176576105688813,7.773461523591995,7.773461523591995,7.773461523591995,6.403114582096818,6.403114582096818,6.403114582096818,0.0,0.0,0.0,85.44157051771633
2021-03-03,71.26591969254702,78.81264905664138,97.04764829011147,71.26591969254702,71.26591969254702,17.04061453634692,17.04061453634692,17.04061453634692,10.570103058141745,10.570103058141745,10.570103058141745,6.470511478205172,6.470511478205172,6.470511478205172,0.0,0.0,0.0,88.30653422889394
2021-03-04,71.26684497306653,73.01522012573348,91.78609744380738,71.26684497306653,71.26684497306653,11.430424864367785,11.430424864367785,11.430424864367785,4.896699602406124,4.896699602406124,4.896699602406124,6.533725261961661,6.533725261961661,6.533725261961661,0.0,0.0,0.0,82.6972698374343
2021-03-05,71.26777025358604,64.74500493658128,82.88372325238635,71.26777025358604,71.26777025358604,2.3275551992488057,2.3275551992488057,2.3275551992488057,-4.263616263128865,-4.263616263128865,-4.263616263128865,6.591171462377671,6.591171462377671,6.591171462377671,0.0,0.0,0.0,73.59532545283484
2021-03-06,71.26869553410555,58.585247956724395,76.08210839605701,71.26869553410555,71.26869553410555,-3.8907570851401507,-3.8907570851401507,-3.8907570851401507,-10.532135729615847,-10.532135729615847,-10.532135729615847,6.641378644475696,6.641378644475696,6.641378644475696,0.0,0.0,0.0,67.3779384489654
2021-03-07,71.26962081462506,60.13130930686418,78.0338422315692,71.26962081462506,71.26962081462506,-2.1904085480826816,-2.1904085480826816,-2.1904085480826816,-8.873444324018658,-8.873444324018658,-8.873444324018658,6.683035775935978,6.683035775935978,6.683035775935978,0.0,0.0,0.0,69.07921226654237
2021-03-08,71.27054609514457,68.95351039109683,87.8197214920817,71.27054609514457,71.27054609514457,7.143966470964105,7.143966470964105,7.143966470964105,0.4289321326265345,0.4289321326265345,0.4289321326265345,6.715034338337571,6.715034338337571,6.715034338337571,0.0,0.0,0.0,78.41451256610867
2021-03-09,71.27147137566408,76.51532600449936,95.47790193530021,71.27147137566408,71.27147137566408,14.509965515222397,14.509965515222397,14.509965515222397,7.773461523595757,7.773461523595757,7.773461523595757,6.736503991626641,6.736503991626641,6.736503991626641,0.0,0.0,0.0,85.78143689088648
2021-03-10,71.27239665618359,79.24756621475161,97.19547573619889,71.27239665618359,71.27239665618359,17.31694386277763,17.31694386277763,17.31694386277763,10.570103058140143,10.570103058140143,10.570103058140143,6.746840804637488,6.746840804637488,6.746840804637488,0.0,0.0,0.0,88.58934051896122
2021-03-11,71.2733219367031,73.72489631319017,91.92378423067632,71.2733219367031,71.2733219367031,11.642426897576243,11.642426897576243,11.642426897576243,4.896699602403135,4.896699602403135,4.896699602403135,6.745727295173109,6.745727295173109,6.745727295173109,0.0,0.0,0.0,82.91574883427934
2021-03-12,71.27424721722261,64.80686617071935,82.753541243027,71.27424721722261,71.27424721722261,2.469527510039733,2.469527510039733,2.469527510039733,-4.263616263136283,-4.263616263136283,-4.263616263136283,6.733143773176017,6.733143773176017,6.733143773176017,0.0,0.0,0.0,73.74377472726235
2021-03-13,71.27517249774212,58.85695759199656,77.1156211556067,71.27517249774212,71.27517249774212,-3.822764987235268,-3.822764987235268,-3.822764987235268,-10.53213572961457,-10.53213572961457,-10.53213572961457,6.709370742379302,6.709370742379302,6.709370742379302,0.0,0.0,0.0,67.45240751050684
2021-03-14,71.27609777826163,59.57275894673458,78.52633893227804,71.27609777826163,71.27609777826163,-2.1984619423466385,-2.1984619423466385,-2.1984619423466385,-8.873444324012565,-8.873444324012565,-8.873444324012565,6.674982381665928,6.674982381665928,6.674982381665928,0.0,0.0,0.0,69.07763583591499
2021-03-15,71.27702305878113,68.80173400307892,87.3984980106839,71.27702305878113,71.27702305878113,7.059763521957401,7.059763521957401,7.059763521957401,0.428932132633036,0.428932132633036,0.428932132633036,6.630831389324365,6.630831389324365,6.630831389324365,0.0,0.0,0.0,78.33678658073853
2021-03-16,71.27794833930064,76.55047663326476,95.26959808244057,71.27794833930064,71.27794833930064,14.35148724741741,14.35148724741741,14.35148724741741,7.773461523600047,7.773461523600047,7.773461523600047,6.578025723817364,6.578025723817364,6.578025723817364,0.0,0.0,0.0,85.62943558671805
2021-03-17,71.27887361982015,78.41252521548516,97.79489906005443,71.27887361982015,71.27887361982015,17.088001064477595,17.088001064477595,17.088001064477595,10.570103058146952,10.570103058146952,10.570103058146952,6.5178980063306415,6.5178980063306415,6.5178980063306415,0.0,0.0,0.0,88.36687468429774
2021-03-18,71.27979890033966,73.92747777416494,92.06714621423372,71.27979890033966,71.27979890033966,11.348668159057427,11.348668159057427,11.348668159057427,4.896699602395185,4.896699602395185,4.896699602395185,6.451968556662242,6.451968556662242,6.451968556662242,0.0,0.0,0.0,82.62846705939708
2021-03-19,71.28072418085917,64.35720451956009,82.64202928918472,71.28072418085917,71.28072418085917,2.1182869459852145,2.1182869459852145,2.1182869459852145,-4.263616263143702,-4.263616263143702,-4.263616263143702,6.381903209128916,6.381903209128916,6.381903209128916,0.0,0.0,0.0,73.39901112684439
2021-03-20,71.28164946137868,57.771488557949205,76.40087528938885,71.28164946137868,71.28164946137868,-4.222668535262989,-4.222668535262989,-4.222668535262989,-10.532135729618421,-10.532135729618421,-10.532135729618421,6.309467194355431,6.309467194355431,6.309467194355431,0.0,0.0,0.0,67.0589809261157
2021-03-21,71.28257474189819,59.86045454164088,77.44341257797441,71.28257474189819,71.28257474189819,-2.636967851645193,-2.636967851645193,-2.636967851645193,-8.873444324008297,-8.873444324008297,-8.873444324008297,6.236476472363104,6.236476472363104,6.236476472363104,0.0,0.0,0.0,68.64560689025299
2021-03-22,71.2835000224177,68.57431903574958,87.12256773589905,71.2835000224177,71.2835000224177,6.593680092427772,6.593680092427772,6.593680092427772,0.4289321326021123,0.4289321326021123,0.4289321326021123,6.16474795982566,6.16474795982566,6.16474795982566,0.0,0.0,0.0,77.87718011484547
2021-03-23,71.28442530293721,76.34030425573307,95.16054499358528,71.28442530293721,71.28442530293721,13.869511632147843,13.869511632147843,13.869511632147843,7.773461523604336,7.773461523604336,7.773461523604336,6.096050108543508,6.096050108543508,6.096050108543508,0.0,0.0,0.0,85.15393693508506
2021-03-24,71.28535058345672,78.71494210459541,97.13004128656914,71.28535058345672,71.28535058345672,16.602158321313645,16.602158321313645,16.602158321313645,10.570103058143676,10.570103058143676,10.570103058143676,6.032055263169969,6.032055263169969,6.032055263169969,0.0,0.0,0.0,87.88750890477036
2021-03-25,71.28627586397623,72.99486168905825,91.09451072636324,71.28627586397623,71.28627586397623,10.870994757814461,10.870994757814461,10.870994757814461,4.896699602387235,4.896699602387235,4.896699602387235,5.974295155427226,5.974295155427226,5.974295155427226,0.0,0.0,0.0,82.15727062179069
2021-03-26,71.28720114449573,64.13628031354422,81.98211308039532,71.28720114449573,71.28720114449573,1.660504518923879,1.660504518923879,1.660504518923879,-4.263616263148322,-4.263616263148322,-4.263616263148322,5.924120782072201,5.924120782072201,5.924120782072201,0.0,0.0,0.0,72.9477056634196
2021-03-27,71.28812642501524,57.584349352632,75.51067432570386,71.28812642501524,71.28812642501524,-4.649467961167422,-4.649467961167422,-4.649467961167422,-10.532135729619709,-10.532135729619709,-10.532135729619709,5.882667768452286,5.882667768452286,5.882667768452286,0.0,0.0,0.0,66.63865846384782
2021-03-28,71.28905170553475,59.428177199330115,77.25197321326348,71.28905170553475,71.28905170553475,-3.0226161806093748,-3.0226161806093748,-3.0226161806093748,-8.873444324028007,-8.873444324028007,-8.873444324028007,5.850828143418633,5.850828143418633,5.850828143418633,0.0,0.0,0.0,68.26643552492537
2021-03-29,71.28997698605426,68.35366327725885,86.18664552578466,71.28997698605426,71.28997698605426,6.258161382830425,6.258161382830425,6.258161382830425,0.4289321326086152,0.4289321326086152,0.4289321326086152,5.829229250221809,5.829229250221809,5.829229250221809,0.0,0.0,0.0,77.54813836888468
2021-03-30,71.29090226657377,75.42391774965004,94.40215388395386,71.29090226657377,71.29090226657377,13.59168182175865,13.59168182175865,13.59168182175865,7.773461523608629,7.773461523608629,7.773461523608629,5.818220298150021,5.818220298150021,5.818220298150021,0.0,0.0,0.0,84.88258408833242
2021-03-31,71.29182754709328,78.60944818969111,97.18181746112485,71.29182754709328,71.29182754709328,16.387969885982713,16.387969885982713,16.387969885982713,10.570103058143742,10.570103058143742,10.570103058143742,5.817866827838973,5.817866827838973,5.817866827838973,0.0,0.0,0.0,87.67979743307599
2021-04-01,71.29275282761277,73.28036680186581,91.2303999241752,71.29275282761277,71.29275282761277,10.724652728863802,10.724652728863802,10.724652728863802,4.896699602381765,4.896699602381765,4.896699602381765,5.827953126482037,5.827953126482037,5.827953126482037,0.0,0.0,0.0,82.01740555647658
2021-04-02,71.29367810813228,63.12071838289001,82.04180547001155,71.29367810813228,71.29367810813228,1.5843761316184244,1.5843761316184244,1.5843761316184244,-4.263616263118392,-4.263616263118392,-4.263616263118392,5.847992394736816,5.847992394736816,5.847992394736816,0.0,0.0,0.0,72.87805423975071
2021-04-03,71.2946033886518,57.27880724818152,75.54509695892243,71.2946033886518,71.2946033886518,-4.654891487690899,-4.654891487690899,-4.654891487690899,-10.532135729620993,-10.532135729620993,-10.532135729620993,5.877244241930095,5.877244241930095,5.877244241930095,0.0,0.0,0.0,66.63971190096089
2021-04-04,71.2955286691713,58.814990393498874,77.12661422095826,71.2955286691713,71.2955286691713,-2.958705447161077,-2.958705447161077,-2.958705447161077,-8.873444324025558,-8.873444324025558,-8.873444324025558,5.91473887686448,5.91473887686448,5.91473887686448,0.0,0.0,0.0,68.33682322201022
2021-04-05,71.29645394969081,68.46687987810708,86.81298734287823,71.29645394969081,71.29645394969081,6.388239306803702,6.388239306803702,6.388239306803702,0.42893213261655067,0.42893213261655067,0.42893213261655067,5.959307174187151,5.959307174187151,5.959307174187151,0.0,0.0,0.0,77.68469325649451
